station_id,station_name,city,latitude,longitude,line,timestamp,hour,day_of_week,month,pm25,pm10,co2,no2,o3,noise,humidity,temperature,wind_speed,rain
6,Station-6,Nice,48.42175850413575,2.087407019190162,Metro 2,1735847200696,21,5,5,35,80,750,58,51,56,96,18,2.9687072637617207,0
25,Station-25,Toulouse,48.38718480948729,2.3903880251964518,Metro 2,1758696400696,19,1,1,78,58,426,64,13,78,89,33,8.247229623806113,0
49,Station-49,Nice,48.09139207618606,2.217374536006962,Ligne C,1732463200696,21,6,8,67,87,726,51,33,60,40,25,7.804034689105851,1
33,Station-33,Toulouse,48.45998574915549,2.8917913839678966,Metro 2,1748540800697,10,3,12,23,76,412,24,54,60,82,14,4.436139677688812,0
25,Station-25,Lyon,48.49156512105691,2.7279301750249063,Ligne A,1739821600703,6,5,4,62,47,947,47,55,68,83,9,3.6251475436169187,1
48,Station-48,Toulouse,48.88557652208341,2.2178184865163435,Ligne C,1757746000721,18,5,5,78,63,708,76,43,65,72,22,5.055259609338748,0
5,Station-5,Toulouse,48.380524011392815,2.8473983170463564,Ligne C,1733449600721,3,3,1,53,36,574,51,51,54,94,28,3.547891546533765,1
5,Station-5,Toulouse,48.620947543229775,2.3596576684368773,Metro 1,1749221200722,17,3,2,21,98,612,21,28,75,72,20,1.5207626023874077,0
19,Station-19,Toulouse,48.74236897304523,2.651865179533953,Metro 1,1743976000723,4,2,10,40,86,757,76,55,56,40,26,3.7348075309494035,1
20,Station-20,Toulouse,48.25482621347891,2.825430524746281,Metro 1,1754239600724,3,7,7,29,66,529,88,6,69,98,26,4.201369126546136,0
18,Station-18,Lyon,48.28034067005839,2.4849713567143485,Metro 2,1739364400725,0,7,11,70,78,824,84,26,59,91,27,2.6488835416214673,1
4,Station-4,Paris,48.11558162377798,2.7561810175244963,Metro 1,1762141600726,3,3,4,79,54,550,73,31,61,60,33,9.287163882669455,0
45,Station-45,Lyon,48.517047932512824,2.625594997982825,Metro 2,1763376400727,2,6,9,24,67,512,38,39,53,98,26,2.945757704349651,0
38,Station-38,Nice,48.27593270382376,2.1307838932018384,Metro 2,1739324800728,23,7,11,70,73,849,60,38,64,72,30,2.0118081612309338,1
32,Station-32,Nice,48.219587246523425,2.3435711630825997,Ligne C,1759355200728,22,3,9,26,84,864,79,11,55,62,10,0.05406318283619593,0
34,Station-34,Toulouse,48.0646820091148,2.889740770380403,Ligne C,1758764800729,18,1,9,51,56,522,21,61,59,85,18,0.5986476310360367,1
37,Station-37,Nice,48.55449309032087,2.696572184140683,Ligne B,1753210000730,1,6,6,36,90,694,48,24,72,94,20,6.614642433315325,1
46,Station-46,Toulouse,48.448121873082755,2.0310838479638553,Ligne C,1754549200730,14,2,11,43,41,996,29,61,70,98,15,0.8034825640545051,0
5,Station-5,Toulouse,48.39959208617055,2.694799166526875,Ligne A,1738874800731,14,4,4,24,58,546,16,63,70,81,5,5.529681792317995,0
7,Station-7,Nice,48.42820280814618,2.09355353224191,Ligne B,1744404400731,16,4,3,63,59,426,34,47,77,69,10,5.922540624279375,0
36,Station-36,Marseille,48.763085028509494,2.5309554084608017,Metro 2,1740923200732,10,2,11,48,67,834,49,42,54,54,6,3.1676213735952565,1
44,Station-44,Lyon,48.586183283615604,2.1227259513421974,Metro 1,1745790400732,11,7,12,60,86,712,32,59,59,74,20,9.554306230916007,0
21,Station-21,Toulouse,48.933888340512254,2.0160904873968173,Ligne B,1750895200733,6,3,12,68,95,448,14,58,64,99,5,1.2841377560272504,1
31,Station-31,Marseille,48.570272354367255,2.6618785946565207,Metro 1,1750560400754,2,7,11,48,48,650,11,5,56,76,13,9.08509115660458,1
17,Station-17,Toulouse,48.030670864808215,2.008446042811163,Ligne A,1752241600754,12,3,10,51,84,799,45,15,72,67,31,1.6365400813874986,0
45,Station-45,Marseille,48.10063662060039,2.4124529547160383,Ligne C,1745498800754,12,3,1,50,69,850,23,29,61,99,6,1.202092744422374,0
14,Station-14,Lyon,48.547184311851154,2.27544981427383,Metro 2,1757800000755,0,5,11,39,31,672,24,34,55,57,32,5.168860985052182,0
14,Station-14,Nice,48.55109722355609,2.837868182432256,Metro 1,1735890400755,20,6,4,35,64,626,19,61,53,94,6,1.5005511197890031,1
14,Station-14,Paris,48.0743932835455,2.5363795020982143,Metro 2,1748440000755,13,4,1,30,44,503,67,14,79,41,9,3.6052251962474413,1
19,Station-19,Marseille,48.16164379161922,2.0123990672373946,Metro 1,1752112000756,12,7,6,57,50,739,41,16,55,43,25,4.78795133040181,0
1,Station-1,Toulouse,48.18923098592487,2.3501562447500417,Ligne B,1745185600756,21,7,5,59,64,895,22,20,60,43,12,8.930379589261324,1
5,Station-5,Toulouse,48.819078104821465,2.3203965414883228,Metro 1,1741268800757,17,6,6,59,45,752,53,55,79,70,22,6.819655106491124,1
41,Station-41,Lyon,48.55351784596827,2.067387098943143,Ligne C,1756730800757,20,1,7,58,97,667,83,34,51,62,11,4.882441037543021,0
23,Station-23,Marseille,48.123510326640385,2.5078271131850736,Metro 1,1763077600758,3,7,2,44,77,542,38,58,74,68,18,3.369997764414169,1
46,Station-46,Toulouse,48.71511594034616,2.292437252174213,Ligne B,1747550800758,3,5,11,79,97,460,69,30,64,55,10,3.738094739180168,1
32,Station-32,Lyon,48.49813259577349,2.063101489761574,Ligne C,1743540400758,1,2,10,41,47,504,35,55,63,97,12,9.100959590654355,1
48,Station-48,Toulouse,48.97416633809974,2.096366617551721,Ligne C,1732553200759,8,7,9,53,44,949,48,50,75,57,10,3.2727907169471147,0
6,Station-6,Nice,48.66094847682334,2.427099717382484,Ligne B,1740073600759,10,3,2,71,78,941,53,58,71,79,14,8.883895774431238,0
44,Station-44,Lyon,48.96249699654859,2.2141900479393417,Ligne B,1746377200759,15,7,11,55,35,418,39,40,60,80,9,1.021990152898825,0
1,Station-1,Lyon,48.48449328538575,2.2243944583370134,Metro 2,1753994800760,15,1,10,78,59,803,40,22,72,71,26,5.095486896838766,0
6,Station-6,Toulouse,48.67681389742315,2.900958939106249,Metro 2,1752738400760,6,2,12,66,75,803,71,53,61,42,28,2.174158313131377,1
17,Station-17,Nice,48.03751867466037,2.6493903649149075,Ligne C,1744598800760,4,6,4,20,55,460,48,45,79,79,5,1.3242110600907908,0
49,Station-49,Toulouse,48.55887577188368,2.7349483404827604,Metro 1,1748706400761,23,2,7,54,90,817,22,24,62,82,14,6.517483805033777,0
18,Station-18,Marseille,48.402528046132815,2.4031906509106267,Ligne A,1745434000761,17,7,7,56,97,774,78,64,76,70,25,1.088339032703134,1
14,Station-14,Lyon,48.64528767040107,2.9060001501034156,Metro 1,1759628800761,21,2,5,59,35,817,71,42,58,53,19,7.4222071707531025,1
7,Station-7,Marseille,48.27609832010898,2.2343902673170195,Metro 1,1735472800762,8,7,9,66,56,459,67,9,56,50,7,7.6616677511149955,0
27,Station-27,Paris,48.17580082212461,2.595776892518592,Ligne A,1741409200762,0,5,3,72,34,926,11,36,76,98,13,8.450676805089492,1
40,Station-40,Nice,48.19080959684177,2.213950028563067,Ligne B,1743284800763,11,2,3,35,55,660,88,46,75,98,22,1.9930001208835257,0
18,Station-18,Marseille,48.871571971150146,2.924651250347963,Metro 2,1757476000763,9,2,9,30,77,431,78,17,61,41,25,8.716294706386915,1
32,Station-32,Nice,48.712591316622,2.028403077240399,Metro 1,1757144800763,23,6,4,60,75,879,18,54,73,42,33,9.893431955794489,0
30,Station-30,Marseille,48.163439499840834,2.119877013374247,Ligne A,1739612800763,19,1,2,50,33,929,25,40,64,40,33,6.039205032314929,0
35,Station-35,Nice,48.52431999053136,2.0975924459938238,Ligne A,1762048000764,15,2,4,50,81,779,64,32,53,86,31,0.39468433153545424,1
39,Station-39,Marseille,48.06007324352202,2.0981625693874997,Ligne A,1734918400764,0,4,6,22,53,444,24,60,78,75,32,0.6216720719718904,0
5,Station-5,Toulouse,48.16141616275116,2.1376871995875737,Metro 1,1741200400764,8,6,8,63,55,580,34,41,69,56,18,5.804469511746873,0
37,Station-37,Lyon,48.62039414259,2.317219104136618,Ligne A,1745941600765,19,1,3,39,51,906,33,13,53,74,16,3.103254940872505,0
4,Station-4,Toulouse,48.91199742776945,2.8246588624881457,Ligne B,1739378800765,9,6,8,23,75,729,11,15,50,69,20,9.57632207431818,1
27,Station-27,Nice,48.562567060469334,2.378955914345814,Ligne C,1753663600765,1,7,4,30,81,583,16,63,72,95,16,9.183611212968753,1
0,Station-0,Paris,48.10746339411346,2.6241303671272025,Ligne C,1742636800766,14,1,3,32,86,691,24,14,51,88,6,7.673837068385567,1
47,Station-47,Toulouse,48.46699518683075,2.1223861261565746,Ligne B,1761724000766,6,2,6,70,33,595,28,24,61,94,30,7.2445672636783485,0
34,Station-34,Lyon,48.846946342577034,2.670470980317522,Ligne C,1748915200766,17,6,9,56,67,743,57,46,78,62,34,9.504805348589914,0
16,Station-16,Paris,48.883983459143636,2.036350128132309,Metro 2,1747403200767,23,7,4,30,92,704,33,10,64,75,26,5.909666638715487,0
10,Station-10,Toulouse,48.214938496398716,2.8766650954649378,Metro 1,1744080400767,20,3,9,62,43,773,74,11,59,96,7,9.99109373110199,0
36,Station-36,Nice,48.84780389594341,2.548448850987378,Ligne A,1744717600767,22,5,4,64,60,730,81,49,51,62,30,4.167612736186262,0
20,Station-20,Toulouse,48.44966007896731,2.7560318388898892,Metro 1,1761612400767,2,5,4,57,32,837,83,52,64,71,19,4.255035970452838,0
13,Station-13,Marseille,48.13329060926094,2.4830597088782778,Metro 1,1760766400768,6,5,1,73,57,765,88,41,73,71,18,3.592036773873569,0
35,Station-35,Nice,48.15108494245579,2.4193738350629945,Metro 2,1752745600768,2,6,7,20,67,902,32,24,66,82,19,6.702737788510808,1
19,Station-19,Marseille,48.267359555565605,2.416394194994468,Metro 2,1733795200789,21,4,12,52,61,573,31,6,73,43,24,0.3911078878227159,0
19,Station-19,Nice,48.19836250073619,2.725193137619163,Metro 1,1749804400804,6,6,8,47,61,649,11,28,56,72,24,7.472947894519705,0
10,Station-10,Toulouse,48.169790217999044,2.638192862732536,Ligne B,1745459200805,0,6,7,47,61,905,75,41,64,41,28,4.383139250701836,0
24,Station-24,Marseille,48.60462791198657,2.4430015650590087,Ligne A,1754581600805,12,3,1,41,47,435,31,20,69,90,7,0.6540061140576703,1
0,Station-0,Lyon,48.72285301383735,2.009328535537283,Metro 2,1736236000806,7,2,9,67,46,445,59,57,67,77,16,1.863155450545091,1
32,Station-32,Lyon,48.744929451931604,2.945964072735964,Ligne B,1741193200806,15,2,3,53,46,699,34,56,58,91,7,7.224373736408383,0
36,Station-36,Paris,48.754942743277724,2.992341916117952,Ligne C,1758977200807,20,3,9,57,54,857,60,50,69,99,32,0.7672013537486955,0
8,Station-8,Toulouse,48.61954490126709,2.3917965686564306,Ligne C,1749862000807,15,1,7,57,64,992,25,7,50,99,5,2.5374344356893097,1
21,Station-21,Marseille,48.411132201761276,2.4893475347639438,Ligne B,1740008800808,11,5,10,75,87,777,75,59,69,66,21,8.210232924210526,1
43,Station-43,Paris,48.55976838860996,2.206434264135587,Ligne B,1748242000809,21,5,12,62,48,700,75,61,56,81,22,5.980061087163499,1
20,Station-20,Paris,48.30103756948039,2.7945915436054616,Metro 2,1734551200809,2,3,8,62,47,900,80,46,69,96,34,7.193155627119371,0
33,Station-33,Nice,48.77464273570755,2.0441859161712546,Ligne C,1761770800810,15,5,7,65,34,992,87,44,54,46,11,3.2166746714769054,0
34,Station-34,Lyon,48.71235975838985,2.803208148140233,Ligne B,1758314800810,8,1,5,24,86,416,56,43,50,64,22,3.8060051763653213,1
24,Station-24,Lyon,48.14872863738104,2.281794481158717,Metro 2,1743328000811,18,1,2,64,76,648,49,8,61,62,11,8.574880297966914,1
49,Station-49,Toulouse,48.99787212603764,2.736960464946701,Metro 2,1750916800811,2,6,4,43,40,575,20,28,55,50,20,7.20603775482009,0
15,Station-15,Paris,48.337623175260504,2.835200009933775,Ligne C,1738939600812,16,3,8,50,57,706,22,16,69,78,5,2.854617800600746,1
35,Station-35,Nice,48.51701668798939,2.078547359604131,Metro 2,1746852400812,14,4,9,31,34,690,30,57,54,46,15,3.5912245383801853,0
5,Station-5,Paris,48.13840524904756,2.2461926820026483,Ligne B,1757141200814,6,6,3,49,51,939,53,54,57,74,19,4.530715326046809,0
47,Station-47,Marseille,48.57357467960169,2.3135647677489657,Ligne B,1748522800815,19,1,10,71,41,826,41,10,79,73,11,6.751941625730443,0
49,Station-49,Paris,48.7778020565861,2.501494591563299,Ligne C,1740901600815,6,7,3,70,58,633,77,16,71,57,8,5.92826491758853,1
8,Station-8,Nice,48.675995688452225,2.046528592701279,Ligne A,1743684400815,16,2,4,74,50,906,46,40,71,99,31,9.428259685920429,0
29,Station-29,Toulouse,48.3664760063287,2.1761437600258686,Metro 2,1738903600816,9,6,4,40,80,527,64,5,56,89,32,8.908452879626376,0
29,Station-29,Lyon,48.81515752308508,2.8628153071354716,Ligne C,1744040800816,7,3,4,56,96,418,66,57,58,66,25,8.814651937932119,1
12,Station-12,Marseille,48.85983914848187,2.151526497544748,Ligne B,1756165600817,0,4,4,44,85,900,41,40,57,56,16,3.005705045840746,1
37,Station-37,Marseille,48.32547416264485,2.9992821347130754,Ligne C,1739342800818,4,4,4,73,53,671,73,23,50,59,23,9.893879778040983,1
40,Station-40,Paris,48.45003916511918,2.5065265647372916,Metro 2,1756554400818,22,6,2,49,61,826,58,55,59,42,32,9.818304682959715,1
15,Station-15,Lyon,48.83165880153001,2.6282220919693065,Ligne B,1751035600818,2,1,2,36,39,450,46,21,69,70,28,9.457714285849274,1
48,Station-48,Toulouse,48.322413055141844,2.761154751439225,Metro 1,1753062400819,3,1,2,51,51,845,56,17,51,58,13,2.2289623243872505,1
44,Station-44,Marseille,48.266897202438074,2.533779980587351,Metro 1,1740487600819,11,3,8,45,96,928,72,60,78,95,6,2.712762890517264,1
7,Station-7,Marseille,48.75963614858786,2.2039833801665214,Ligne B,1741052800820,8,5,1,32,61,469,59,57,58,81,8,1.119997954175176,1
12,Station-12,Nice,48.46109107488094,2.0224133718392507,Ligne A,1749556000820,1,3,7,64,69,641,84,11,60,54,14,2.2914852514113218,1
7,Station-7,Lyon,48.30950385866678,2.5567923907649166,Ligne A,1755701200821,11,4,10,26,82,823,46,13,53,50,27,9.044253463669754,0
1,Station-1,Nice,48.77905775717501,2.3599520956755975,Ligne B,1760906800821,11,5,9,70,89,948,82,55,64,46,18,2.7327279536254334,1
34,Station-34,Nice,48.18837409685425,2.136586117052018,Ligne C,1751636800822,15,5,7,23,38,945,89,23,76,40,27,9.446297921737258,0
1,Station-1,Toulouse,48.46778313586621,2.965106374180198,Ligne A,1751942800822,3,6,2,24,82,470,66,13,57,54,22,3.648286790987907,0
41,Station-41,Toulouse,48.694377945503454,2.959072283572278,Ligne C,1756684000823,12,6,7,43,61,656,53,5,52,50,25,4.259947249362352,1
38,Station-38,Toulouse,48.39909785265979,2.6778452605473255,Metro 1,1738846000823,21,1,11,30,76,666,31,52,79,88,30,0.49490884789311074,1
49,Station-49,Lyon,48.38062375905502,2.574148244926283,Metro 1,1747961200824,0,2,11,67,65,768,61,24,68,72,6,1.3822572405902356,1
26,Station-26,Nice,48.69413363412807,2.4241779526427853,Metro 2,1754423200824,13,2,2,26,84,459,23,41,77,54,16,5.435745646799807,1
21,Station-21,Marseille,48.396984649031296,2.7949349577527425,Metro 1,1757666800825,11,5,8,57,99,436,29,43,72,61,11,0.5124610928959006,0
44,Station-44,Paris,48.75127432142105,2.071071800441262,Ligne A,1747536400826,22,4,4,75,88,420,50,32,62,52,32,8.625398015193898,1
2,Station-2,Toulouse,48.145693951337186,2.848694667944297,Ligne C,1742676400826,8,2,8,34,78,617,51,12,66,96,12,4.177185484543835,0
14,Station-14,Toulouse,48.710335169549765,2.7064490330893225,Ligne B,1735451200827,6,7,8,37,31,401,54,51,70,43,15,6.004988644226723,1
15,Station-15,Paris,48.4074506202564,2.954222563506128,Ligne A,1752490000827,2,7,11,54,38,768,22,62,55,93,25,7.080204180592422,0
11,Station-11,Toulouse,48.96107768753397,2.5358531583168515,Ligne A,1760582800828,14,3,1,37,74,842,74,38,67,82,22,6.79426188657613,0
21,Station-21,Nice,48.72243089816275,2.45980873210776,Ligne C,1746028000829,6,3,3,31,91,460,70,36,71,73,16,8.343893506088815,1
21,Station-21,Lyon,48.88228194342929,2.056813114150739,Metro 2,1735112800829,14,6,6,60,95,465,37,20,55,42,20,0.3628635526835233,1
0,Station-0,Lyon,48.98125549990012,2.0645152027987734,Metro 2,1745254000830,13,7,1,65,49,474,77,29,71,77,19,6.635819837395647,0
44,Station-44,Lyon,48.84143538449572,2.9884743446328788,Ligne A,1752580000831,10,4,7,40,80,950,72,10,65,60,33,7.163123980627985,0
30,Station-30,Paris,48.977474186393046,2.6748129660691276,Metro 1,1754351200831,7,1,6,79,53,622,20,57,61,97,30,5.901362309114165,0
38,Station-38,Paris,48.05774704304013,2.5439736938607505,Ligne A,1748713600832,14,6,11,46,60,533,19,36,52,73,20,8.874275989882731,0
0,Station-0,Paris,48.522380406336865,2.2558891940562713,Ligne B,1763372800833,6,6,11,29,85,920,25,38,52,91,26,2.236256267844381,0
21,Station-21,Lyon,48.29767809190151,2.7787455899995903,Metro 1,1754416000834,22,5,5,20,42,781,48,7,53,86,17,5.337652554807336,0
4,Station-4,Nice,48.9869505821684,2.3178232128475034,Metro 2,1739940400834,23,3,10,78,75,954,36,60,59,59,21,0.055688487135528986,1
34,Station-34,Paris,48.39749496827909,2.3603641351262796,Metro 1,1739839600835,2,5,7,23,36,552,66,47,79,72,31,2.2089332703965328,0
14,Station-14,Nice,48.12815374620989,2.6092530013766795,Metro 1,1758091600836,0,1,8,39,69,846,30,15,63,47,10,4.573288668086903,1
7,Station-7,Marseille,48.00679953017574,2.100826447629515,Ligne C,1754768800850,12,6,6,69,77,564,56,19,53,60,28,8.38255417594723,0
10,Station-10,Paris,48.95905774178404,2.1040807870057456,Metro 2,1747493200851,4,5,10,72,66,666,50,9,59,84,8,0.7636035392330498,1
16,Station-16,Lyon,48.097918743439244,2.364015029342266,Metro 1,1738183600852,0,1,4,20,93,532,19,38,78,67,25,6.836973093128953,1
15,Station-15,Toulouse,48.557912450272696,2.1908454680822733,Metro 1,1741848400852,1,5,7,34,65,802,22,58,54,56,20,9.388763038864084,1
15,Station-15,Marseille,48.80392676964528,2.314792977522583,Metro 2,1760273200853,14,7,12,30,38,835,71,59,70,85,16,4.120803720565712,1
47,Station-47,Toulouse,48.76460400039768,2.0012355572788096,Ligne A,1758919600853,0,4,3,35,49,806,72,39,78,97,20,1.9587031976428881,0
17,Station-17,Lyon,48.59799460657304,2.374427341267207,Ligne A,1759020400854,18,3,1,22,78,813,15,48,60,52,33,3.2414411435534554,1
44,Station-44,Marseille,48.15865042548275,2.2208069122378475,Ligne A,1741060000855,12,4,11,53,56,571,29,40,56,43,16,7.589335038697898,1
12,Station-12,Lyon,48.81857453657568,2.5681624329195483,Ligne A,1753004800855,13,4,10,20,38,685,55,45,61,73,6,8.67757208561086,0
4,Station-4,Toulouse,48.65446294554371,2.608995966519839,Ligne B,1740750400856,10,7,4,38,58,817,45,57,79,64,29,5.971088327048224,1
18,Station-18,Paris,48.850873510342694,2.977130502392021,Ligne A,1751140000857,9,4,10,55,69,607,35,40,54,94,13,2.1839427077888898,1
26,Station-26,Nice,48.40523692992574,2.647856723859684,Ligne C,1736851600857,3,6,6,38,90,650,77,12,70,58,9,7.332568371813986,0
12,Station-12,Paris,48.030283403377645,2.521139410232823,Metro 1,1736117200858,21,6,1,57,78,930,41,64,69,94,13,3.0372051579063797,1
45,Station-45,Toulouse,48.30524577792882,2.1997285836998115,Ligne C,1758847600858,23,3,11,76,34,907,13,29,65,69,29,6.698025146758133,1
8,Station-8,Lyon,48.9952787072131,2.086462653024579,Metro 2,1762836400859,11,4,4,77,82,502,84,52,59,54,17,1.8859812697436529,0
26,Station-26,Marseille,48.245546169443415,2.4409487379898946,Ligne C,1742939200860,12,5,11,69,38,439,19,52,71,57,34,2.0620119547485896,0
11,Station-11,Paris,48.98232557439587,2.794544741289399,Ligne B,1737816400860,15,4,10,60,46,548,63,17,55,83,18,8.06438555513367,0
12,Station-12,Lyon,48.47259635726481,2.046965453892603,Ligne B,1744793200861,16,7,1,46,58,492,33,23,73,54,21,1.1397619860559105,0
4,Station-4,Toulouse,48.96661814796391,2.8021310103110917,Ligne B,1737251200861,14,5,2,48,93,710,52,22,69,48,19,0.7314771043369828,1
15,Station-15,Toulouse,48.16445633540876,2.640745819442766,Ligne B,1755262000862,8,7,12,38,47,508,50,47,54,74,30,1.442445078534167,1
27,Station-27,Toulouse,48.28692408443664,2.5418069887953734,Ligne A,1741916800863,6,1,7,48,68,796,68,44,69,67,32,7.334071914605973,1
4,Station-4,Lyon,48.44914913156786,2.6775164057948566,Ligne B,1762469200863,14,5,10,38,94,797,89,47,66,76,18,3.6716461649271515,0
11,Station-11,Marseille,48.099460263031844,2.2524475207118906,Metro 2,1763002000864,6,2,7,31,80,821,13,10,60,42,33,7.942676961634994,1
45,Station-45,Nice,48.59803274204711,2.2134220049711475,Ligne B,1732488400864,8,7,11,74,84,904,14,34,65,64,16,7.880117060536688,0
29,Station-29,Lyon,48.60105724365718,2.460290130431698,Ligne A,1757713600865,1,5,5,47,83,727,44,64,68,64,26,0.692761877628365,0
23,Station-23,Nice,48.68987457853497,2.264497926581896,Metro 1,1745819200866,19,3,5,44,99,508,72,40,75,97,7,0.8053410395229776,1
29,Station-29,Toulouse,48.650657757318086,2.9556423782440313,Ligne B,1747914400866,21,7,1,72,70,527,33,44,67,62,14,3.527405660036549,0
42,Station-42,Paris,48.650391623525095,2.3586032314408953,Ligne B,1739263600867,14,4,11,53,94,903,83,23,59,73,14,9.832998525190927,0
20,Station-20,Marseille,48.33389714084061,2.0805291551902254,Ligne B,1751428000867,3,3,10,62,85,741,51,49,74,96,15,5.068716920003534,0
